,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
602,NA00613,2017-08-14 09:28:00,Portuguese,Daily,Important,yes,yes,Every few months,Slightly important,,,Every few months,Slightly important,,,Daily,Important,,,Monthly,Important,yes,yes,Weekly,Very important,,yes,Never - not applicable,Not applicable,yes,,Daily,Very important,yes,yes,Weekly,Very important,,yes,Daily,Very important,,,Daily,Very important,yes,,Daily,Very important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Important,yes,,Never - not applicable,Not applicable,,,Monthly,Important,,,Monthly,Slightly important,,,Daily,Very important,,,Daily,Very important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Monthly,Very important,,yes,Weekly,Important,,,"Because my Brazilian counterparts mostly speak English and want to practice, I do the majority of my meetings in English.  I read Portuguese constantly, but I often run an article through Google translate to save it in the file and copy text for reports.","Google translate and Linguee.  I lack the vocabulary to discuss car repairs with the Ford dealer, or bike repairs, or pet care with the vet.",,Operations,WHA,BRASILIA,BRAZIL,01,SENIOR,PY,3.0,,3.0,,PY,3,3
603,NA00614,2017-08-14 09:27:00,Spanish,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Important,yes,yes,Weekly,Important,,yes,Monthly,Slightly important,,yes,Daily,Important,,yes,Never - Can't do in the language,Important,,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Slightly important,,,Daily,Very important,,yes,Daily,Very important,,yes,Weekly,Very important,,yes,Daily,Very important,yes,yes,Every few months,Slightly important,,yes,Weekly,Important,,yes,Never - Can't do in the language,Important,,,Never - Can't do in the language,Important,,yes,Weekly,Slightly important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Slightly important,,,Never - Can't do in the language,Slightly important,,,Daily,Important,,no,Weekly,Important,,,Daily,Important,,,Weekly,Slightly important,yes,,"Language waiver as Post needed me to arrive at post by August, therefore no time for language.","Maps. translation of emails, and other correspondence, daily conversation with 70 staff members - 25 percent speak no english.",,Manager,WHA,TEGUCIGALPA,HONDURAS,04,ENTRY,QB,1.0,,2.0,,QB,3,3
604,NA00615,2017-08-14 09:26:00,Portuguese,Every few months,Slightly important,,,Every few months,Important,,yes,Every few months,Important,yes,,Daily,Very important,,yes,Weekly,Important,,,Weekly,Very important,,yes,Weekly,Important,,,Daily,Very important,yes,,Every few months,Important,,,Never - not applicable,,,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Slightly important,,,Never - not applicable,,,,Every few months,Important,yes,,Monthly,Important,,,Weekly,Very important,yes,,,,,,Never - not applicable,,,,Daily,,,,,,,,Weekly,Very important,,,Daily,Very important,,,Monthly,Slightly important,,,Monthly,Important,yes,,,Occasional double checks on written messages.,,Customer Service,WHA,PORTO ALEGRE,BRAZIL,03,MID,PY,3.0,,3.0,,PY,3,3
605,NA00616,2017-08-14 09:26:00,Spanish,Monthly,Important,,,Every few months,Important,,,Every few months,Slightly important,,,Monthly,Important,,,Weekly,Very important,,,Daily,Very important,,,Every few months,Slightly important,,,Daily,Important,,,Weekly,Very important,,,Every few months,Not important,,,Every few months,Not important,yes,,Daily,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,yes,,Monthly,Slightly important,yes,,Never - not applicable,Not applicable,,,Every few months,Not important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Daily,Very important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,,,,Customer Service,WHA,TEGUCIGALPA,HONDURAS,04,ENTRY,QB,3.0,,3.0,,QB,3,3
606,NA00617,2017-08-14 09:24:00,Spanish,Every few months,Important,,,Never - not applicable,,,,Every few months,Slightly important,,yes,Daily,Slightly important,,,Never - not applicable,,,,Weekly,Very important,,yes,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Slightly important,,,Monthly,Important,,,Monthly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,,,,Customer Service,WHA,MEXICO -CITY D.F.,MEXICO,03,MID,QB,3.0,0.5,3.0,0.5,QB,3,3
607,NA00618,2017-08-14 09:24:00,Spanish,Every few months,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Important,,,Monthly,Not important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Daily,Important,,,Monthly,Important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Every few months,Not important,,,Every few months,Slightly important,yes,,Daily,Important,,,Weekly,Important,,,Every few months,Slightly important,,,Daily,Important,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Monthly,Slightly important,,,Monthly,Important,,,"I'm a consular manager so I am not out as a representative of the mission very often.  Our work is inside the mission.  That being said, I used Spanish on a daily basis with my staff and in social interactions outside of work.",Look up occasional words to make sure that I am using a term that best meets the need.,Meetings with local staff managers and employees that don't need to be translated or reported but are a fundamental part of managing a large section.,Customer Service,WHA,MONTERREY,MEXICO,04,ENTRY,QB,2.0,,3.0,,QB,3,3
608,NA00619,2017-08-14 09:22:00,Hungarian,Daily,Important,yes,no,Weekly,Important,yes,no,Weekly,Very important,yes,,Daily,Very important,yes,,Weekly,Slightly important,yes,no,Daily,Very important,yes,,Weekly,Important,yes,,Daily,Very important,yes,,Every few months,Important,yes,yes,Weekly,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Important,yes,,Never - not applicable,Not applicable,yes,,Daily,Important,yes,,Weekly,Important,yes,,Weekly,Slightly important,yes,,Weekly,Important,yes,,Weekly,Very important,yes,yes,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Very important,no,yes,Weekly,Important,yes,yes,Weekly,Important,yes,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,I can read a newspaper better than social media or advertisements and casual correspondence.  ,"I use Google translate for casual conversation, but it's not helpful with slang or secondary meanings.",,Social Media,EUR,BUDAPEST,HUNGARY,02,MID,HU,3.0,,3.0,,HU,3,3
609,NA00620,2017-08-14 09:21:00,Spanish,Monthly,Important,,no,Every few months,Slightly important,,,Monthly,Important,,,Daily,Important,,,Weekly,Slightly important,,,Daily,Very important,,,Daily,Important,,,Daily,Important,,,Every few months,Important,,,Daily,Slightly important,,,Daily,Important,,,Daily,Important,,,Every few months,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Slightly important,,,Monthly,Very important,,yes,Every few months,Important,,,Daily,Important,,,Daily,Important,,yes,Every few months,Important,,,Every few months,Not important,,,Never - Can't do in the language,,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Weekly,Important,,,"Did not make the score in Spanish, totally necessary to interact in the language at post. Continue to study but FSI course and test not good gauge.",Reading.,,Customer Service,WHA,GUATEMALA,GUATEMALA,02,MID,QB,2.0,0.5,2.0,0.5,QB,3,3
610,NA00621,2017-08-14 09:20:00,Spanish,Weekly,Very important,,no,Every few months,Important,,,Weekly,Very important,,,Weekly,Important,,,Daily,Important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Every few months,Slightly important,,,Daily,Very important,,,Daily,Important,,,Daily,Slightly important,,,Every few months,Important,,,Daily,Very important,,,Monthly,Important,,,Daily,Important,,,Every few months,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Important,,,Daily,Important,,,Daily,Very important,,,Daily,Very important,,,,,,Security,WHA,GUATEMALA,GUATEMALA,03,MID,QB,4.0,,4.0,,QB,3,3
611,NA00622,2017-08-14 09:17:00,Serbo-Croatian,Every few months,Very important,yes,yes,Every few months,Slightly important,yes,,Monthly,Important,yes,,Daily,Slightly important,yes,,Every few months,Slightly important,yes,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,yes,Every few months,Important,yes,yes,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Important,yes,,Every few months,Slightly important,no,yes,Daily,Important,yes,yes,Never - not applicable,Not applicable,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Weekly,Important,,,Monthly,Slightly important,yes,,Weekly,Important,,,Weekly,Important,yes,,"Most of my language skills are used for visa interviews as about 50% of applicants don't speak English.  Most working level contacts speak English fluently, but it is occasionally necessary to speak to some in Serbian, especially outside the capital.  Generally, at least one local staff comes to meetings and translates as necessary.  While I read police reports, birth certificates and other documents for my job, there is rarely a need to read lengthier documents","I use Google translate to leave notes for my maid, who does not speak English and to read correspondance regarding appointment scheduling.  Once in a while I use it to find the correct word when interviewing ",,Customer Service,EUR,BELGRADE,SERBIA,03,MID,SC,3.0,,3.0,,SC,3,3
612,NA00623,2017-08-14 09:12:00,French,Every few months,Important,yes,,Every few months,Important,yes,,Every few months,Important,yes,,Every few months,Slightly important,yes,,Every few months,Slightly important,yes,,Daily,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,no,,Monthly,Important,yes,,Weekly,Slightly important,yes,,Weekly,Important,yes,,Weekly,Important,yes,,Every few months,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Never - not applicable,,,,Monthly,Not important,yes,,Monthly,Not important,yes,,Never - not applicable,,,,Monthly,Not applicable,,,"I do consular work.  Less than 50% of the work involves French.  I don't use LE staff for translation.  As far I have understood for well over a decade with the FS, positions are language designated by virtue of job duties, not navigating the city or ordering food.  That's often the explanation for why non-LDP positions are as such.  So, there's no need to factor that in to a survey that attempts to ascertain if FSI training is achieving what OUGHT to be the stated goals.  In conversations over the years with many FSOs, often in language training, it's well understood by FSOs that LE staff assist, if needed, with language/communication in nearly every section OTHER than consular.  And in consular, it's always been a tough sell to me that someone needs a 3/3 in a world language but others need a 2/1 in a hard language--to do the same job and have the same responsibilities for adjudicatory decisions up to and including testifying before Congress.  So, the notion that anyone needs more than a 2/1 is a tough sell at least for consular interviewing officers.",None,,Customer Service,WHA,MONTREAL,QUEBEC (CG),02,MID,FR,3.0,,3.0,,FR,3,3
613,NA00624,2017-08-14 09:11:00,Spanish,Weekly,Very important,,,Every few months,Slightly important,yes,yes,Every few months,Important,,no,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,yes,Weekly,Important,yes,,Weekly,Important,,,Weekly,Important,,yes,Daily,Very important,,yes,Daily,Important,no,yes,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Important,,,Every few months,Important,,yes,Every few months,Slightly important,,yes,Daily,Very important,,,Monthly,Important,yes,,Weekly,Important,yes,,Weekly,Slightly important,,yes,Daily,Very important,,,Every few months,Slightly important,,yes,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,,,,Customer Service,WHA,BUENOS AIRES,ARGENTINA,03,MID,QB,2.0,0.5,3.0,,QB,3,3
614,NA00625,2017-08-14 09:10:00,Spanish,Every few months,Slightly important,,yes,Every few months,Very important,,,Every few months,Important,,,Monthly,Slightly important,,,Every few months,Very important,,,Daily,Very important,,,Monthly,Important,,yes,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Very important,yes,,Monthly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Every few months,,,,Never - Can't do in the language,Important,yes,,Never - not applicable,,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,,,Daily,Important,,,Weekly,Important,,,Monthly,Important,,,"In the context of a hardship post, I do not use Spanish socially as much as I'm sure my collegaues do in Mexico City for example.",,"Visa interviews, ACS interviews",Customer Service,WHA,NUEVO LAREDO,MEXICO,05,ENTRY,QB,3.0,,3.0,,QB,3,3
615,NA00626,2017-08-14 09:10:00,Spanish,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Weekly,Slightly important,,,Daily,Very important,,,Every few months,Important,yes,,Monthly,,yes,,Every few months,,,,Every few months,,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,,,,Every few months,Not important,yes,,Every few months,Important,yes,,Daily,,,,Monthly,,yes,,Never - not applicable,,,,Daily,,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,,yes,,Weekly,,,,Weekly,,,,Weekly,,,,Weekly,,,,"I work in consular, mostly in ACS where english is usually used. When I'm in NIV, the interviews  are all the same so the conversations are repetitive. I rarely need to read in spanish. ",Google translate,,Customer Service,WHA,LIMA,PERU,04,ENTRY,QB,3.0,,3.0,,QB,3,3
616,NA00627,2017-08-14 09:09:00,Spanish,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,,,Weekly,Very important,,,Daily,Very important,,,Every few months,Not important,,,Every few months,Slightly important,,,Never - not applicable,,,,Every few months,,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,,,,Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,WHA,MONTERREY,MEXICO,03,MID,QB,3.0,,3.0,0.5,QB,3,3
617,NA00628,2017-08-14 09:08:00,Portuguese,Monthly,Important,,,Every few months,Important,,,Every few months,Important,,,Daily,Important,,,Daily,Important,,,Monthly,Important,,,Never - not applicable,,,,Daily,Important,yes,,,,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,,Daily,Important,,,Weekly,Important,,,Daily,Very important,,,Daily,Very important,,,Monthly,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Slightly important,,,Daily,Slightly important,,,Weekly,Very important,,,Daily,Important,yes,,"Please note: my responses should not be used to determine whether FSI's language programs meet their needs. I think they are inadequate, and the way that LDPs is determined is wrong. Writ large, the way language is used at Post by most people is underwhelming. ",,,Manager,WHA,SAO PAULO,BRAZIL,04,ENTRY,PY,3.0,0.5,3.0,0.5,PY,3,3
618,NA00629,2017-08-14 09:07:00,Arabic,Daily,Very important,yes,yes,Monthly,Important,,,Weekly,Very important,,yes,Daily,Important,yes,yes,Weekly,Not important,yes,yes,Monthly,Slightly important,yes,yes,Daily,Very important,yes,yes,Daily,Important,yes,,Monthly,Slightly important,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,NEA,ALEXANDRIA,EGYPT,03,MID,AD,3.0,0.5,3.0,0.5,AD,3,3
619,NA00630,2017-08-14 09:06:00,Portuguese,Every few months,Important,,,Every few months,Important,,,Every few months,Important,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Never - not applicable,,,,Daily,Very important,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,,Daily,Very important,,,Every few months,Important,,,Monthly,Important,,,Weekly,Important,,,Every few months,Important,,,Never - not applicable,,,,Daily,Important,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,,"daily life activities, such as buying certain things or contracting for services",,Customer Service,WHA,RECIFE,BRAZIL,04,ENTRY,PY,3.0,,3.0,,PY,3,3
620,NA00631,2017-08-14 09:04:00,Farsi,Weekly,Very important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Weekly,Very important,,,Weekly,Important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Very important,,,,,,,,,,,,,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Weekly,Very important,,,Daily,Very important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Daily,Very important,,,Weekly,Not applicable,yes,,Weekly,Not important,yes,,Daily,Not important,yes,,Weekly,Not important,yes,,"Farsi is extremely important to my work, and I could have used even more FSI language training/","I sometimes use Google translate, but this only works for very basic text.  Google Translate cannot handle complex editorials and slang/jargon from Farsi-language social media channels.",,Floater,NEA,DUBAI,UNITED ARAB EMIRATES,02,MID,PF,3.0,,3.0,,PF,3,3
621,NA00632,2017-08-14 09:03:00,Spanish,Daily,Important,,,Monthly,Slightly important,,,Every few months,Slightly important,,,Monthly,Slightly important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,Daily,Important,,,Monthly,Slightly important,,,Weekly,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Daily,Important,,,Every few months,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Every few months,Slightly important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Daily,Important,,,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Important,,,,,,Customer Service,WHA,GUAYAQUIL,ECUADOR,03,MID,QB,4.0,,4.0,,QB,3,3
622,NA00633,2017-08-14 09:02:00,Russian,Monthly,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Important,yes,,Every few months,Very important,,yes,Never - not applicable,,,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Daily,Important,yes,,Daily,Important,yes,,Every few months,Very important,,yes,Every few months,Very important,,yes,Monthly,Important,,yes,Daily,Important,,,Daily,Important,,,Daily,Important,yes,,Daily,Important,,,Never - not applicable,,,,Weekly,Important,,yes,Monthly,Slightly important,,,Weekly,Important,yes,,Daily,Slightly important,,,Daily,Slightly important,,,Monthly,Slightly important,,,Monthly,Slightly important,yes,,"Most of my interactions in Russian are with employees that do not speak English.  This tends to be drivers, guards, laborers, etc.",Reading of work related documents.,,Manager,EUR,ST PETERSBURG,RUSSIA,03,MID,RU,3.0,,3.0,,RU,3,3
623,NA00634,2017-08-14 09:00:00,Portuguese,Monthly,Important,,yes,Every few months,Slightly important,,yes,Every few months,Slightly important,,,Weekly,Important,,,Daily,Very important,,,Every few months,Important,,,Never - not applicable,,,,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,no,,Daily,Very important,yes,,Every few months,Important,,,Daily,Important,yes,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,,Never - not applicable,,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Very important,,,,,,Manager,WHA,RECIFE,BRAZIL,04,ENTRY,PY,3.0,0.5,3.0,0.5,PY,3,3
624,NA00635,2017-08-14 08:59:00,Portuguese,Daily,Very important,,,Weekly,Very important,,yes,Weekly,Slightly important,,,Daily,Very important,,,Daily,Slightly important,,yes,Weekly,Important,,yes,Weekly,Very important,,yes,Daily,Very important,,yes,Monthly,Important,,,Daily,Very important,,yes,Daily,Very important,,yes,Daily,Slightly important,,yes,Monthly,Very important,,yes,Monthly,Important,yes,,Every few months,Very important,,yes,Monthly,Very important,,yes,Weekly,Slightly important,,yes,Daily,Very important,,,Daily,Very important,,,Every few months,Slightly important,,yes,Daily,Very important,,,Weekly,Slightly important,,,Daily,Very important,,yes,Daily,Slightly important,,,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,,,,Social Media,WHA,BELO HORIZONTE ,BRAZIL,03,MID,PY,3.0,,4.0,,PY,3,3
625,NA00636,2017-08-14 08:58:00,Spanish,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Weekly,Slightly important,,yes,Never - not applicable,,,,Weekly,Important,no,yes,Never - not applicable,,,,Weekly,Very important,,,Monthly,Slightly important,yes,,Never - not applicable,,,,Weekly,Not important,yes,,Never - Can't do in the language,Not important,,yes,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Weekly,Very important,,,Monthly,Important,,,Monthly,Important,,,,,,Manager,WHA,MONTEVIDEO,URUGUAY,03,MID,QB,2.0,,2.0,,QB,2,2
626,NA00637,2017-08-14 08:50:00,French,Weekly,Slightly important,,yes,Every few months,Slightly important,,yes,Weekly,Very important,,yes,Weekly,Important,,yes,Weekly,,,yes,Weekly,,,yes,Weekly,,,yes,Monthly,,,yes,Weekly,,,yes,Never - not applicable,Not important,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Very important,,yes,Never - not applicable,,,,Weekly,,yes,yes,Weekly,Slightly important,no,,Every few months,Important,,yes,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Daily,Very important,,,Daily,Very important,,yes,Weekly,Very important,,,Weekly,Very important,,,Weekly,Important,,,Weekly,Important,,,,,Interviewing for visas,Customer Service,AF,COTONOU,BENIN,04,ENTRY,FR,2.0,0.5,2.0,0.5,FR,3,3
627,NA00638,2017-08-14 08:49:00,Spanish,Weekly,Very important,yes,,Every few months,Important,,yes,Every few months,Important,no,yes,Daily,Very important,no,,Weekly,Important,,,Daily,Very important,,,Every few months,Important,,yes,Daily,Important,,,Never - not applicable,Not applicable,,,Daily,Not important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Important,,,Weekly,Important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Important,,,Weekly,Important,,,Daily,Very important,,,,None,No. ,Customer Service,WHA,GUADALAJARA,MEXICO,04,ENTRY,QB,3.0,,3.0,,QB,3,3
628,NA00639,2017-08-14 08:48:00,Spanish,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Daily,Very important,,,Weekly,Very important,,,Never - not applicable,Not applicable,,,Weekly,Very important,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Monthly,Very important,,,Every few months,Slightly important,,,,to formulate e-mails; www.spanishdict.com,"Giving driving directions to Uber, taxi, or Motor Pool drivers in the host country language.  Also describing pick-up and drop-off points in detail.",Manager,WHA,SANTIAGO,CHILE,05,ENTRY,QB,3.0,,3.0,,QB,2,2
